1883	2738957959	1255876299899523075	0	0	171	80	True
1883	19775224	1255799586909827072	0	8	313243	1	True
1883	26556986	1256273022845100034	0	0	724	0	True
1883	113410319	1256036548723777537	0	1	35785	38944	True
1883	31494764	1255799639728705540	0	2	233131	1	True
1883	1231121739750551554	1257925162986594304	None	None	411	1	False
1883	1231121739750551554	1257925162986594304	1	0	4	10	True
1883	8802752	1256033094605451264	0	101	11272426	106	True
1515	62721997	1252369089344897024	0	0	596	101	True
1515	752350723	1252432996222660608	0	0	201	758	True
1515	897851072731074568	1252622764223021056	0	0	229	387	True
1515	288330146	1252445265619009537	0	0	1665	1964	True
1515	303810425	1252537733257576449	0	1	522	1819	True
1515	195764693	1252358981521010691	0	10	36330	1	True
1515	79758292	1252566768901554176	0	1	3271	3800	True
1515	2749342354	1252426717890613254	0	0	579	875	True
1328	180520093	1247586849020956672	0	0	330436	37	True
1328	31496702	1247522605260623878	0	19	304936	1	True
1328	26556986	1247781706242740225	0	0	724	0	True
1328	2780900989	1247579526630006784	0	0	207	85	True
1328	86263504	1248210399570386944	0	0	2861	5003	True
1328	318541022	1247609274508902400	0	1	517	5003	True
1328	2951983415	1247609978652782593	0	0	354	173	True
1328	71041823	1247541683849277440	0	0	7804	7808	True
1328	31494764	1247522621240954881	0	25	233130	1	True
1328	19775224	1247522555579138048	0	25	313243	1	True
1328	884862889315708931	1250530044268679169	0	0	277	231	True
1328	187952238	1248340632961191936	0	0	135	932	True
2253	91182842	335025610202165248	0	0	63922	66	True
2253	14801327	1806200320	0	0	1035	0	True
2253	347367829	335040515328331778	0	0	435	1609	True
2253	51150679	1260196131243515904	0	3	30091	456	True
2253	30070288	1260192193303773184	0	14	2666922	283	True
2253	31494764	1260222789937778688	0	7	233132	1	True
2253	342385649	1260198132710887425	0	0	1202	705	True
2253	309982507	335031342796533760	0	0	760	171	True
2253	67026339	335031340611272705	0	0	1210	1823	True
2253	14247387	1805825914	0	0	657	16	True
1257	40925384	991761103809064960	0	0	146	133	True
1257	15765190	1028044993318072321	0	0	933	2693	True
1257	159242878	991938960187326464	0	0	1286	35	True
1257	43927993	991770801861939200	0	0	704	2496	True
1257	62836734	991765377162989568	0	0	1718	1548	True
1257	2423880973	991827369827688448	0	0	422	98	True
1257	622940659	991765377666318336	0	0	16	9	True
1257	26169767	1021702182167564296	0	0	2567	1401	True
1257	19775224	991754724692111360	0	2	313243	1	True
1257	182424457	991885797748961281	0	0	62	104	True
1257	538498926	992031601595838464	0	0	49	170	True
1257	8802752	991824659279765504	None	None	92504	43391	False
1257	8802752	991824659279765504	1	23	11272422	106	True
1257	37096826	991756606902808577	0	0	785	1260	True
1257	707563260795559937	993203310659174400	0	0	935	1076	True
1257	474191648	1077990271265243136	0	0	670	566	True
1257	979466535130542081	992844644173172737	0	0	1	2	True
1257	16615887	991755095045001216	0	0	665	782	True
1257	130942976	991754795588386817	0	0	79	285	True
1257	212561346	991767297714020352	0	0	1599	112	True
1257	979466535130542081	991756972633575424	0	0	1	2	True
1257	9908282	991762265484427269	0	0	1087	788	True
1257	951266959794098176	992013538251149312	0	0	5	14	True
1257	885692800469282816	991761992120594432	0	0	16	69	True
1257	8802752	991756839850336256	None	None	145	296	False
1257	8802752	991756839850336256	None	None	186	39	False
1257	8802752	991756839850336256	None	None	4316	2634	False
1257	8802752	991756839850336256	3	16	11272422	106	True
1279	979466535130542081	983708560533147649	0	0	1	2	True
1279	159242878	984326815241113600	0	0	1286	35	True
1279	26169767	1022522276409950209	0	0	2567	1401	True
1279	67026339	983866969265864704	0	0	1210	1823	True
1279	885692800469282816	983710450989723648	0	0	16	69	True
1279	9908282	983727111406944256	0	0	1087	788	True
1279	538498926	983722506501566470	0	0	49	170	True
1279	3064933402	984973385019998213	0	0	251	313	True
1279	921193500137443328	983768261065084930	0	0	61	112	True
1279	14333123	1035693229646200832	0	0	10990	1686	True
1279	37096826	983707019420033024	0	0	785	1260	True
1279	2674717032	1022178694884814848	0	0	64	59	True
1279	16615887	983706752968478720	0	0	665	782	True
1279	62836734	983710849951940608	0	0	1718	1548	True
1279	2163617700	1118970256268111872	0	0	112	17	True
1279	978733007094894593	983706517345112067	0	0	2	0	True
1279	2894503084	983712347909865476	0	0	173	22	True
1279	43927993	983712349000380416	0	0	704	2496	True
1279	182424457	983901477566631936	0	0	62	104	True
1279	130942976	983706746521866240	0	0	79	285	True
1279	3084761801	983712649962668032	0	0	274	380	True
1279	86412630	983721892610654208	0	0	303	681	True
1279	40925384	983709274630221825	0	0	146	133	True
1279	622940659	983710835838251008	0	0	16	9	True
1279	4195984833	983717491649101826	0	0	713	423	True
1279	172209198	983724020183937024	0	0	236	204	True
